Year,Cnty,AGIClss,Return,Exempt,MarJnt,Single,MarSep,HdHous,AGI,FedTI,VTI,NetVTax
2007,Grand Isle,40000 - 44999,167.0,331.0,70.0,79.0,3.0,15.0,7115627.0,4169795.0,4148585.0,143689.9928
2007,Grand Isle,45000 - 49999,160.0,325.0,82.0,64.0,2.0,12.0,7598727.0,4698841.0,4647304.0,167696.01390000002
2007,Grand Isle,50000 - 59999,260.0,578.0,161.0,79.0,4.0,16.0,14262219.0,8980853.0,8870521.0,332591.88390000013
2007,Grand Isle,60000 - 74999,292.0,701.0,230.0,44.0,4.0,14.0,19733101.0,13211580.0,12979976.0,479005.4769
2007,Grand Isle,75000 - 99999,392.0,968.0,341.0,43.0,4.0,4.0,33737324.0,24037362.0,23643932.0,956071.7562
2007,Grand Isle,100000 - 149999,275.0,720.0,243.0,26.0,3.0,3.0,32498389.0,23883061.0,23244445.0,1109524.8485
2007,Grand Isle,150000 +,228.0,607.0,205.0,20.0,0.0,3.0,69470264.0,57372842.0,52890809.0,3485995.367
2007,Lamoille,Loss or None,169.0,265.0,62.0,96.0,3.0,8.0,-9103288.0,0.0,0.0,838.0
2007,Lamoille,0.01 - 4999,1185.0,940.0,106.0,991.0,15.0,73.0,3160327.33,117759.33,94888.33,3321.0
2007,Lamoille,5000 - 9999,1136.0,1144.0,99.0,920.0,20.0,97.0,8320776.88,717522.0,661821.0,24233.857000000004
2007,Lamoille,10000 - 14999,1026.0,1529.0,155.0,712.0,16.0,143.0,12743212.0,2753506.0,2677637.0,92669.9788
2007,Lamoille,15000 - 19999,975.0,1485.0,179.0,635.0,21.0,140.0,17081978.0,5837732.0,5789285.0,197976.6866
2007,Lamoille,20000 - 24999,903.0,1414.0,156.0,564.0,24.0,159.0,20226805.0,9055330.0,8931925.0,309134.5591
2007,Lamoille,25000 - 29999,864.0,1393.0,186.0,548.0,17.0,113.0,23696572.0,12340799.0,12224978.0,428869.4215
2007,Lamoille,30000 - 34999,742.0,1299.0,214.0,406.0,13.0,109.0,23992070.0,13372325.0,13236948.0,464825.9517
2007,Lamoille,35000 - 39999,624.0,1143.0,204.0,328.0,16.0,76.0,23385938.83,13985341.0,13869809.0,487889.6698000001
2007,Lamoille,40000 - 44999,489.0,977.0,204.0,210.0,22.0,53.0,20768154.0,12623779.0,12376339.0,445977.4255
2007,Lamoille,45000 - 49999,438.0,955.0,230.0,161.0,4.0,43.0,20752409.0,12690167.0,12455959.0,458741.3275000001
2007,Lamoille,50000 - 59999,815.0,1983.0,542.0,202.0,15.0,56.0,44633041.0,27842293.01,27471401.01,1035479.3104999998
2007,Lamoille,60000 - 74999,957.0,2422.0,722.0,187.0,9.0,39.0,64133131.0,42530909.0,41667891.0,1587387.7649
2007,Lamoille,75000 - 99999,937.0,2522.0,782.0,122.0,7.0,26.0,80133856.0,56199246.0,54842881.0,2256562.1211999995
2007,Lamoille,100000 - 149999,658.0,1775.0,574.0,64.0,8.0,12.0,77974449.0,57196073.0,54692308.0,2663666.4087000005
2007,Lamoille,150000 +,537.0,1406.0,450.0,74.0,7.0,6.0,279383781.0,229567027.1,212082095.1,14575845.4226
2007,Orange,Loss or None,170.0,264.0,67.0,96.0,3.0,4.0,-5696483.0,0.0,0.0,171.0
2007,Orange,0.01 - 4999,1391.0,1132.0,151.0,1170.0,10.0,60.0,3482426.0,146517.0,114743.0,4271.0
2007,Orange,5000 - 9999,1269.0,1312.0,164.0,988.0,13.0,104.0,9425026.0,885938.0,828297.0,28917.976000000002
2007,Orange,10000 - 14999,1107.0,1721.0,214.0,742.0,21.0,130.0,13854063.0,2758304.0,2688982.0,92991.46570000002
2007,Orange,15000 - 19999,1040.0,1684.0,237.0,632.0,27.0,144.0,18126400.0,5619319.0,5515012.0,189152.23150000005
2007,Orange,20000 - 24999,1037.0,1767.0,263.0,588.0,27.0,159.0,23244799.0,9538786.0,9386811.0,326914.3038
2007,Orange,25000 - 29999,965.0,1685.0,246.0,546.0,31.0,142.0,26560935.0,13245072.0,13047816.0,460301.2645
2007,Orange,30000 - 34999,882.0,1566.0,276.0,471.0,16.0,119.0,28658905.0,15853598.0,15594151.0,548633.1026999999
2007,Orange,35000 - 39999,806.0,1500.0,284.0,398.0,24.0,100.0,30130495.0,17732068.0,17505868.0,621448.0772
2007,Orange,40000 - 44999,670.0,1354.0,297.0,287.0,13.0,73.0,28442535.0,17238022.0,17076626.0,614344.5363999999
2007,Orange,45000 - 49999,601.0,1276.0,327.0,205.0,10.0,59.0,28552501.0,17729798.0,17472589.0,644235.9496999999
2007,Orange,50000 - 59999,999.0,2314.0,652.0,268.0,18.0,61.0,54770915.0,35335274.0,34759084.0,1311794.4288
2007,Orange,60000 - 74999,1244.0,3167.0,977.0,207.0,13.0,47.0,83486587.0,56266542.0,55307079.0,2076315.7496
2007,Orange,75000 - 99999,1300.0,3379.0,1111.0,152.0,9.0,28.0,111793656.0,80529107.0,78978008.0,3319164.6211
2007,Orange,100000 - 149999,781.0,2111.0,688.0,70.0,10.0,13.0,92118071.0,69218146.0,66424442.0,3270644.4219
2007,Orange,150000 +,430.0,1097.0,351.0,58.0,3.0,18.0,126955902.0,105930009.0,96573287.0,6608299.117900001
2007,Orleans,Loss or None,203.0,325.0,87.0,108.0,3.0,5.0,-4715806.0,0.0,0.0,76.0
2007,Orleans,0.01 - 4999,1452.0,1404.0,212.0,1171.0,11.0,58.0,3467455.0,65808.0,69683.0,2691.0
2007,Orleans,5000 - 9999,1367.0,1571.0,201.0,1036.0,12.0,118.0,10123567.0,600681.0,595592.0,20821.5096
2007,Orleans,10000 - 14999,1244.0,2065.0,282.0,771.0,21.0,170.0,15481129.0,2746002.0,2688043.0,94870.77120000003
2007,Orleans,15000 - 19999,1134.0,2003.0,298.0,637.0,15.0,184.0,19825476.0,5653528.0,5572938.0,194446.2637
2007,Orleans,20000 - 24999,1060.0,1958.0,317.0,538.0,17.0,188.0,23878615.0,9063818.0,8923171.0,310374.12839999987
2007,Orleans,25000 - 29999,902.0,1720.0,313.0,423.0,27.0,139.0,24720733.0,11334330.0,11242053.0,393292.6064
2007,Orleans,30000 - 34999,802.0,1651.0,334.0,361.0,17.0,90.0,25955977.0,13087083.0,12924656.0,450584.1844
2007,Orleans,35000 - 39999,659.0,1420.0,324.0,261.0,14.0,60.0,24671269.01,13448147.0,13320950.0,466790.3712
2007,Orleans,40000 - 44999,562.0,1246.0,316.0,192.0,9.0,45.0,23854379.0,13876004.0,13701929.0,496263.2852
2007,Orleans,45000 - 49999,528.0,1235.0,328.0,149.0,6.0,45.0,25071372.0,15212248.0,14938762.0,544616.073
2007,Orleans,50000 - 59999,879.0,2228.0,669.0,168.0,10.0,32.0,48108837.0,30106941.0,29613923.0,1088907.2929999998
2007,Orleans,60000 - 74999,882.0,2248.0,727.0,118.0,8.0,29.0,58796565.0,39643399.0,38979658.0,1466732.3026000003
2007,Orleans,75000 - 99999,793.0,2117.0,693.0,77.0,9.0,14.0,67616192.0,48789813.0,47775164.0,1950653.4881
2007,Orleans,100000 - 149999,410.0,1039.0,351.0,51.0,1.0,7.0,48294671.0,37087332.0,35485856.0,1714230.9595999997
2007,Orleans,150000 +,275.0,711.0,240.0,31.0,2.0,2.0,83226105.0,69825622.0,61513672.0,4119692.5297000012
2007,Rutland,Loss or None,323.0,460.0,105.0,197.0,7.0,14.0,-7666092.0,958.0,958.0,893.0
2007,Rutland,0.01 - 4999,3189.0,2447.0,260.0,2762.0,30.0,137.0,8172578.01,268953.0,224363.0,8228.8883
2007,Rutland,5000 - 9999,3023.0,3017.0,313.0,2469.0,32.0,209.0,22444991.0,1863024.0,1772894.0,60815.083299999984
2007,Rutland,10000 - 14999,2685.0,3884.0,429.0,1913.0,40.0,303.0,33451853.020000003,7152410.0,6990152.0,240725.92920000013
2007,Rutland,15000 - 19999,2498.0,3879.0,489.0,1624.0,48.0,337.0,43672825.25,14162054.0,13966494.0,483407.08860000025
2007,Rutland,20000 - 24999,2382.0,3835.0,545.0,1433.0,60.0,344.0,53562692.0,23018844.0,22752097.0,785120.4965000001
2007,Rutland,25000 - 29999,2172.0,3557.0,507.0,1313.0,51.0,301.0,59675901.0,30505180.0,30108712.0,1042932.2746
2007,Rutland,30000 - 34999,1765.0,3120.0,545.0,963.0,49.0,208.0,57139427.0,31581094.0,31185247.0,1078253.7677999998
2007,Rutland,35000 - 39999,1511.0,2833.0,566.0,747.0,38.0,160.0,56595187.0,33064820.0,32633469.0,1131278.3671
2007,Rutland,40000 - 44999,1312.0,2594.0,606.0,581.0,20.0,105.0,55649190.0,33608284.0,33227420.0,1165438.6487999996
2007,Rutland,45000 - 49999,1175.0,2478.0,610.0,430.0,21.0,114.0,55775085.01,34720361.0,34338298.0,1253552.8358
2007,Rutland,50000 - 59999,2095.0,4777.0,1284.0,652.0,20.0,139.0,114929808.0,74739006.0,73779091.0,2775666.524199999
2007,Rutland,60000 - 74999,2489.0,6208.0,1900.0,466.0,17.0,106.0,167127977.0,113575410.0,111954709.0,4224473.0089
2007,Rutland,75000 - 99999,2629.0,6979.0,2259.0,301.0,13.0,56.0,226020839.0,163075192.0,160037923.0,6652072.4273999985
2007,Rutland,100000 - 149999,1711.0,4592.0,1513.0,171.0,1.0,26.0,202380386.0,153409004.0,148882072.0,7231050.0414
2007,Rutland,150000 +,1008.0,2662.0,849.0,136.0,6.0,17.0,313912428.73,263336613.73,237066829.73,15628071.6826
2007,Washington,Loss or None,293.0,381.0,82.0,195.0,7.0,9.0,-9721774.0,0.0,1172.0,718.0
2007,Washington,0.01 - 4999,2847.0,2090.0,206.0,2490.0,18.0,133.0,7409739.77,403441.0,318492.0,12543.0
2007,Washington,5000 - 9999,2584.0,2484.0,258.0,2097.0,21.0,208.0,19186380.01,1783814.0,1661442.0,59649.01900000001
2007,Washington,10000 - 14999,2073.0,2922.0,278.0,1485.0,33.0,277.0,25845246.0,5614792.0,5408730.0,187820.30160000004
2007,Washington,15000 - 19999,2008.0,2963.0,348.0,1355.0,27.0,278.0,35097722.0,11885516.0,11649448.0,403611.82610000006
2007,Washington,20000 - 24999,2045.0,3216.0,394.0,1281.0,55.0,315.0,46127882.0,20350704.0,20161492.0,702514.7028000001
2007,Washington,25000 - 29999,1951.0,3086.0,398.0,1207.0,62.0,284.0,53651614.01000001,28164664.0,28056936.0,988925.5499
2007,Washington,30000 - 34999,1721.0,2876.0,384.0,1001.0,36.0,300.0,55746523.0,32307708.0,31956960.0,1127929.3993999998
2007,Washington,35000 - 39999,1611.0,2880.0,467.0,866.0,46.0,232.0,60233070.0,36566405.0,36076658.0,1269690.9680999995
2007,Washington,40000 - 44999,1291.0,2443.0,475.0,650.0,23.0,143.0,54779482.0,34063279.0,33639181.0,1218790.3939
2007,Washington,45000 - 49999,1143.0,2334.0,519.0,484.0,17.0,123.0,54375973.0,34180270.0,33878826.0,1275696.8522000005
2007,Washington,50000 - 59999,2041.0,4470.0,1148.0,694.0,30.0,169.0,111769000.02,73325385.0,72189680.0,2795149.9217000003
2007,Washington,60000 - 74999,2478.0,6147.0,1847.0,488.0,31.0,112.0,166576202.0,113766458.0,112152228.0,4299206.3342
2007,Washington,75000 - 99999,2796.0,7492.0,2408.0,294.0,15.0,79.0,241158083.0,173908016.0,170670203.0,7160279.238200001
2007,Washington,100000 - 149999,1987.0,5436.0,1755.0,183.0,8.0,41.0,235231585.17,177349416.48000002,172326311.48000002,8544854.144800004
2007,Washington,150000 +,1241.0,3291.0,1045.0,155.0,12.0,29.0,389285277.0,327719776.0,294939380.0,18983630.7662
2007,Windham,Loss or None,292.0,391.0,78.0,185.0,11.0,18.0,-15714360.0,0.0,0.0,1635.0
2007,Windham,0.01 - 4999,2291.0,1828.0,189.0,1974.0,20.0,108.0,5929779.0,308084.0,244633.0,10533.6358
2007,Windham,5000 - 9999,2093.0,2219.0,235.0,1650.0,33.0,175.0,15574240.0,1201225.0,1175910.0,41621.9457
2007,Windham,10000 - 14999,1860.0,2737.0,282.0,1291.0,27.0,260.0,23149600.0,4763206.0,4561272.0,154786.89929999993
2007,Windham,15000 - 19999,1817.0,2821.0,347.0,1170.0,37.0,263.0,31712548.01,10471887.0,10209480.0,347437.4252000001
2007,Windham,20000 - 24999,1680.0,2775.0,365.0,1021.0,31.0,263.0,37731347.0,15987079.0,15721978.0,533278.5718999999
2007,Windham,25000 - 29999,1499.0,2498.0,380.0,890.0,41.0,188.0,41181067.0,20719344.0,20367426.0,701245.2154999998
2007,Windham,30000 - 34999,1308.0,2343.0,397.0,696.0,39.0,176.0,42357361.01,23027017.0,22619135.0,754455.2043000003
2007,Windham,35000 - 39999,1091.0,2037.0,377.0,535.0,44.0,135.0,40870872.0,23903779.0,23499209.0,788261.5429
2007,Windham,40000 - 44999,1009.0,2018.0,439.0,445.0,25.0,100.0,42791953.0,25996757.0,25579859.0,877217.7954
2007,Windham,45000 - 49999,867.0,1833.0,433.0,327.0,19.0,88.0,41176716.0,25495899.0,25112731.0,903776.7372999998
2007,Windham,50000 - 59999,1395.0,3169.0,847.0,399.0,32.0,117.0,76440862.0,48912108.0,47982831.0,1691591.5615000003
2007,Windham,60000 - 74999,1664.0,4101.0,1236.0,344.0,20.0,64.0,111614024.0,75038091.0,73470427.0,2679189.2056
2007,Windham,75000 - 99999,1731.0,4493.0,1427.0,245.0,11.0,48.0,149073930.53,106296647.53,102957337.53,4034423.6224
2007,Windham,100000 - 149999,1201.0,3097.0,1001.0,162.0,8.0,30.0,143209384.0,107732639.0,103557699.0,4855048.7668
2007,Windham,150000 +,850.0,2094.0,672.0,149.0,10.0,19.0,321862862.0,274013239.0,233100506.0,14903502.724899998
2007,Windsor,Loss or None,408.0,594.0,138.0,239.0,13.0,18.0,-16704223.0,548.0,548.0,6345.0
2007,Windsor,0.01 - 4999,2952.0,2120.0,233.0,2598.0,25.0,96.0,7437034.46,375859.0,317991.0,13896.6642
2007,Windsor,5000 - 9999,2661.0,2656.0,315.0,2146.0,41.0,159.0,19734998.02,1900156.0,1825574.0,65049.7637
2007,Windsor,10000 - 14999,2178.0,3173.0,358.0,1518.0,42.0,260.0,27181301.0,5845976.0,5655369.0,193775.5005
2007,Windsor,15000 - 19999,2051.0,3210.0,413.0,1330.0,41.0,267.0,35782229.0,11467869.0,11151290.0,382981.39530000015
2007,Windsor,20000 - 24999,1988.0,3089.0,416.0,1253.0,49.0,270.0,44702030.0,19438781.0,19085507.0,660805.7951
2007,Windsor,25000 - 29999,1754.0,2862.0,396.0,1057.0,46.0,255.0,48185044.0,24683672.0,24335020.0,834343.3515999998
2007,Windsor,30000 - 34999,1643.0,2804.0,462.0,928.0,44.0,209.0,53259705.0,29691611.0,29369450.0,1020342.5118
2007,Windsor,35000 - 39999,1474.0,2677.0,499.0,772.0,29.0,174.0,55143574.0,32417636.0,32102316.0,1114287.2202
2007,Windsor,40000 - 44999,1311.0,2483.0,541.0,596.0,37.0,137.0,55613051.0,33947757.0,33371362.0,1188660.7312000005
2007,Windsor,45000 - 49999,1104.0,2236.0,516.0,450.0,24.0,114.0,52387985.0,32910023.0,32491324.0,1206468.9307
2007,Windsor,50000 - 59999,1943.0,4301.0,1164.0,593.0,34.0,152.0,106663353.0,68458128.0,67323027.0,2544304.3785
2007,Windsor,60000 - 74999,2383.0,5783.0,1757.0,471.0,39.0,116.0,159730770.0,107220104.0,105197952.0,3983088.695299999
2007,Windsor,75000 - 99999,2550.0,6610.0,2137.0,320.0,24.0,69.0,219423557.0,155740961.0,152613162.0,6343550.8264000015
2007,Windsor,100000 - 149999,1902.0,5085.0,1623.0,229.0,14.0,36.0,227127305.0,168179939.0,161308949.0,7851000.432400001
2007,Windsor,150000 +,1558.0,4052.0,1297.0,213.0,22.0,26.0,611764648.0,509845953.0,430840259.0,27721291.71940001
2007,Suppressed,Loss or None,76.0,105.0,28.0,44.0,4.0,0.0,-1536152.0,0.0,0.0,982.0
2007,Suppressed,0.01 - 4999,6.0,9.0,2.0,4.0,0.0,0.0,11923.0,0.0,0.0,0.0
2007,Suppressed,5000 - 9999,8.0,8.0,1.0,5.0,0.0,2.0,61174.0,9464.0,9464.0,312.0
2007,Suppressed,10000 - 14999,8.0,10.0,2.0,6.0,0.0,0.0,97477.0,17233.0,17233.0,849.988
2007,Suppressed,15000 - 19999,6.0,12.0,2.0,4.0,0.0,0.0,104553.0,36053.0,36053.0,691.9238
2007,Suppressed,20000 - 24999,10.0,14.0,3.0,7.0,0.0,0.0,225462.0,104765.0,104765.0,3570.0
2007,Suppressed,25000 - 29999,3.0,7.0,2.0,1.0,0.0,0.0,80122.0,28522.0,28522.0,1029.0
2007,Suppressed,30000 - 34999,7.0,13.0,3.0,3.0,0.0,1.0,224992.0,115258.0,115165.0,4013.0
2007,Suppressed,35000 - 39999,6.0,12.0,4.0,2.0,0.0,0.0,223149.0,117379.0,102803.0,3699.0
2007,Suppressed,40000 - 44999,7.0,17.0,5.0,1.0,0.0,1.0,293669.0,166819.0,164709.0,4530.7414
2007,Suppressed,45000 - 49999,12.0,36.0,8.0,3.0,0.0,1.0,562368.0,324431.0,324431.0,11556.0
2007,Suppressed,50000 - 59999,7.0,16.0,5.0,2.0,0.0,0.0,360853.0,240635.0,241173.0,7242.0
2007,Suppressed,60000 - 74999,5.0,13.0,5.0,0.0,0.0,0.0,356958.0,247843.0,247843.0,3924.0
2007,Suppressed,75000 - 99999,12.0,32.0,11.0,0.0,0.0,1.0,1042605.0,759774.0,754610.0,25372.8289
2007,Suppressed,100000 - 149999,7.0,17.0,5.0,2.0,0.0,0.0,821965.0,679795.0,639137.0,22072.2612
2007,Suppressed,150000 +,17.0,40.0,14.0,2.0,0.0,1.0,4755121.0,4090086.0,3268877.0,137409.7964
2008,Addison,Loss or None,258.0,408.0,102.0,143.0,5.0,8.0,-13667085.0,-17112.0,10255.0,4381.0
2008,Addison,0.01 - 4999,1675.0,1169.0,148.0,1451.0,18.0,58.0,4339782.47,203842.0,198914.0,8746.603000000001
2008,Addison,5000 - 9999,1489.0,1440.0,156.0,1232.0,12.0,89.0,10989588.0,921132.0,911044.0,31976.9511
2008,Addison,10000 - 14999,1225.0,1769.0,201.0,868.0,22.0,134.0,15245427.0,3101404.0,3124356.0,112436.623
2008,Addison,15000 - 19999,1198.0,1823.0,223.0,794.0,23.0,158.0,20979347.0,6710467.0,6720171.0,233710.0338
2008,Addison,20000 - 24999,1218.0,1939.0,262.0,776.0,28.0,152.0,27420742.0,11350422.0,11337086.0,394901.7823
2008,Addison,25000 - 29999,1052.0,1718.0,237.0,651.0,33.0,131.0,28934534.0,14483505.0,14395701.0,503768.8413999999
2008,Addison,30000 - 34999,1014.0,1822.0,312.0,549.0,22.0,131.0,32897801.0,17244752.0,17183010.0,599874.8767
2008,Addison,35000 - 39999,873.0,1698.0,316.0,429.0,24.0,104.0,32675140.0,18188668.0,18123120.0,643890.7632999999
2008,Addison,40000 - 44999,754.0,1481.0,309.0,337.0,20.0,88.0,32052893.0,19184933.0,19107597.0,688523.0717999999
2008,Addison,45000 - 49999,669.0,1416.0,311.0,261.0,18.0,79.0,31731997.0,19165545.0,19135006.0,716373.1551000002
2008,Addison,50000 - 59999,1231.0,2907.0,746.0,367.0,23.0,95.0,67472227.0,41964804.0,41690285.0,1576075.5752000003
2008,Addison,60000 - 74999,1504.0,3852.0,1150.0,285.0,11.0,58.0,101013593.0,65994509.0,65479251.0,2478179.8638
2008,Addison,75000 - 99999,1694.0,4637.0,1472.0,172.0,9.0,41.0,145816333.0,100992552.0,100696341.0,4099922.2552
2008,Addison,100000 - 149999,1189.0,3292.0,1062.0,97.0,7.0,23.0,141397571.0,103717053.0,101755982.0,4925521.207300001
2008,Addison,150000 +,737.0,2044.0,648.0,68.0,8.0,13.0,227752178.0,185483136.0,169078917.0,11103373.293700004
2008,Bennington,Loss or None,317.0,468.0,113.0,176.0,9.0,19.0,-15100197.0,-75634.0,210484.0,14328.0
2008,Bennington,0.01 - 4999,2011.0,1644.0,189.0,1719.0,21.0,82.0,4989927.0,161701.0,148142.0,6238.0
2008,Bennington,5000 - 9999,1658.0,1878.0,220.0,1283.0,22.0,133.0,12225682.02,719519.0,726525.0,26116.94070000001
2008,Bennington,10000 - 14999,1525.0,2316.0,267.0,1030.0,24.0,204.0,19053545.0,3450115.0,3474600.0,115715.7164
2008,Bennington,15000 - 19999,1378.0,2249.0,320.0,842.0,23.0,193.0,23968650.0,6674882.0,6727417.0,220375.5816
2008,Bennington,20000 - 24999,1293.0,2134.0,287.0,753.0,30.0,223.0,29085529.0,11588198.0,11612535.0,385995.75
2008,Bennington,25000 - 29999,1248.0,2146.0,308.0,725.0,26.0,189.0,34276932.8,16126845.08,16138028.08,528449.4705
2008,Bennington,30000 - 34999,960.0,1674.0,292.0,505.0,32.0,131.0,31081369.0,16638082.0,16659037.0,530191.6956
2008,Bennington,35000 - 39999,887.0,1672.0,331.0,429.0,22.0,105.0,33136628.0,18596532.0,18637011.0,610854.8585999999
2008,Bennington,40000 - 44999,742.0,1425.0,316.0,338.0,14.0,74.0,31495077.0,18552619.0,18509990.0,589376.3018
2008,Bennington,45000 - 49999,619.0,1298.0,316.0,233.0,10.0,60.0,29387754.0,17573026.0,17569874.0,587572.2497
2008,Bennington,50000 - 59999,1128.0,2572.0,699.0,332.0,17.0,80.0,61793448.0,37609412.0,37577654.0,1283479.5392
2008,Bennington,60000 - 74999,1324.0,3220.0,969.0,275.0,23.0,57.0,88871171.01,58151214.0,57836754.0,1965335.1448
2008,Bennington,75000 - 99999,1417.0,3691.0,1182.0,179.0,12.0,44.0,121639035.0,84520107.0,83905996.0,2943467.672799999
2008,Bennington,100000 - 149999,1111.0,2954.0,963.0,115.0,9.0,24.0,132435417.0,95089021.0,94271423.0,3887977.199
2008,Bennington,150000 +,833.0,2233.0,710.0,98.0,11.0,14.0,334049021.01,264099849.0,240729584.0,13139021.172899995
2008,Caledonia,Loss or None,237.0,365.0,93.0,132.0,2.0,10.0,-6118518.0,0.0,22910.0,1054.0
2008,Caledonia,0.01 - 4999,1495.0,1259.0,151.0,1273.0,15.0,56.0,3764569.0,61665.0,73435.0,2900.4332
2008,Caledonia,5000 - 9999,1426.0,1649.0,195.0,1105.0,15.0,111.0,10589305.0,696256.0,735635.0,25895.3879
2008,Caledonia,10000 - 14999,1247.0,2040.0,251.0,794.0,22.0,180.0,15583172.0,2564155.0,2603470.0,89551.1991
2008,Caledonia,15000 - 19999,1149.0,1997.0,302.0,645.0,17.0,185.0,20179871.0,5542903.0,5542684.0,195487.1715
2008,Caledonia,20000 - 24999,1132.0,1981.0,294.0,627.0,21.0,190.0,25433719.0,9699654.0,9673120.0,336733.96699999995
2008,Caledonia,25000 - 29999,978.0,1796.0,292.0,508.0,24.0,154.0,26793273.0,12382374.0,12360847.0,437322.5444
2008,Caledonia,30000 - 34999,891.0,1756.0,329.0,391.0,26.0,145.0,28852403.0,14516381.0,14520783.0,507284.37200000003
2008,Caledonia,35000 - 39999,776.0,1597.0,325.0,330.0,14.0,107.0,29060146.0,15995326.0,15953056.0,561075.8528000001
2008,Caledonia,40000 - 44999,671.0,1412.0,328.0,258.0,12.0,73.0,28437110.0,16513960.0,16432784.0,587756.7231
2008,Caledonia,45000 - 49999,527.0,1179.0,296.0,181.0,13.0,37.0,25013682.0,14981160.0,14984938.0,552726.8455
2008,Caledonia,50000 - 59999,937.0,2302.0,662.0,228.0,14.0,33.0,51416927.0,31807310.0,31682501.0,1183109.9226
2008,Caledonia,60000 - 74999,1042.0,2722.0,875.0,133.0,3.0,31.0,69666496.0,45666075.0,45523016.0,1694993.5636
2008,Caledonia,75000 - 99999,1088.0,2947.0,964.0,95.0,4.0,25.0,93383803.0,66630391.0,66109921.0,2684212.1146000004
2008,Caledonia,100000 - 149999,606.0,1640.0,552.0,43.0,0.0,11.0,71475812.0,53874601.0,53046832.0,2583181.1373
2008,Caledonia,150000 +,333.0,872.0,281.0,42.0,1.0,9.0,96939729.0,79344469.0,72951352.0,4824639.1233
2008,Chittenden,Loss or None,952.0,1112.0,198.0,698.0,18.0,38.0,-31226578.0,-337320.0,1550837.0,127504.0
2008,Chittenden,0.01 - 4999,6348.0,3797.0,303.0,5773.0,35.0,237.0,16608110.819999995,740480.0,704112.0,25609.8931
2008,Chittenden,5000 - 9999,5896.0,5082.0,362.0,5100.0,49.0,385.0,43468251.0,4413887.0,4381491.0,153232.7335
2008,Chittenden,10000 - 14999,4889.0,6545.0,510.0,3877.0,68.0,434.0,60875502.0,14540259.0,14419479.0,501642.86790000007
2008,Chittenden,15000 - 19999,4557.0,6415.0,618.0,3366.0,85.0,488.0,79854268.0,28530106.0,28398644.0,981050.7934000002
2008,Chittenden,20000 - 24999,4761.0,6704.0,652.0,3539.0,70.0,500.0,107144481.01,50075096.0,49918781.0,1732980.1550999994
2008,Chittenden,25000 - 29999,4611.0,6778.0,680.0,3269.0,94.0,568.0,126732841.29,67943920.28999999,67761655.28999999,2358177.9312000014
2008,Chittenden,30000 - 34999,4330.0,6424.0,763.0,2986.0,98.0,483.0,140395823.01,82594589.0,82473397.0,2898205.0949000013
2008,Chittenden,35000 - 39999,3518.0,5509.0,769.0,2299.0,55.0,395.0,131754037.0,81304580.0,81063451.0,2839812.2227000007
2008,Chittenden,40000 - 44999,3097.0,5036.0,846.0,1862.0,63.0,326.0,131320177.0,82469533.0,82430439.0,2922155.9304000004
2008,Chittenden,45000 - 49999,2678.0,4686.0,880.0,1474.0,61.0,263.0,127044536.0,80864909.0,80688683.0,3025274.268400002
2008,Chittenden,50000 - 59999,5026.0,9827.0,2262.0,2238.0,62.0,464.0,275787435.0,177916933.0,177437222.0,6931167.185900003
2008,Chittenden,60000 - 74999,5923.0,13417.0,3728.0,1779.0,64.0,352.0,398606970.01,265191005.0,264369235.0,10442535.3823
2008,Chittenden,75000 - 99999,7657.0,20044.0,6104.0,1226.0,65.0,262.0,663174923.02,457171282.0,454947238.0,18882492.2943
2008,Chittenden,100000 - 149999,7002.0,20233.0,6115.0,657.0,32.0,198.0,840645058.01,609412544.0,604810391.0,29555358.94140001
2008,Chittenden,150000 +,5019.0,15270.0,4481.0,402.0,41.0,95.0,1787438644.03,1378190125.0,1302549191.0,90984035.2338
2008,Essex,Loss or None,50.0,82.0,23.0,26.0,0.0,1.0,-937639.0,0.0,0.0,0.0
2008,Essex,0.01 - 4999,291.0,307.0,49.0,223.0,4.0,15.0,778289.0,30082.0,29949.0,1153.0
2008,Essex,5000 - 9999,291.0,382.0,55.0,201.0,4.0,31.0,2159525.0,94881.0,98184.0,3489.3202
2008,Essex,10000 - 14999,273.0,451.0,62.0,158.0,6.0,47.0,3401130.0,487432.0,488966.0,18362.63
2008,Essex,15000 - 19999,271.0,479.0,90.0,148.0,2.0,31.0,4760269.0,1211336.0,1224338.0,43235.845099999984
2008,Essex,20000 - 24999,246.0,445.0,77.0,124.0,4.0,41.0,5507990.0,1945460.0,1947580.0,67617.37030000001
2008,Essex,25000 - 29999,216.0,392.0,75.0,97.0,9.0,35.0,5947748.0,2731999.0,2719405.0,95060.3765
2008,Essex,30000 - 34999,166.0,328.0,75.0,73.0,2.0,16.0,5414250.0,2643768.0,2641758.0,92323.04910000002
2008,Essex,35000 - 39999,166.0,353.0,85.0,63.0,5.0,13.0,6236625.0,3349655.0,3343622.0,115869.8126
2008,Essex,40000 - 44999,134.0,302.0,77.0,46.0,3.0,8.0,5653752.0,3145037.0,3140672.0,110145.70839999996
2008,Essex,45000 - 49999,116.0,266.0,78.0,29.0,2.0,7.0,5509851.0,3307572.0,3300731.0,122389.0308
2008,Essex,50000 - 59999,191.0,462.0,149.0,37.0,0.0,5.0,10468226.0,6567994.0,6540783.0,238558.2137
